Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Factory Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Mossy Temple Block
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Tyrian
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Valentines' Block
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Primal Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Runed Voidstone
appliedenergistics2:facade:0, Cable Facade - Black Wool
appliedenergistics2:facade:0, Cable Facade - Black Wool
appliedenergistics2:facade:0, Cable Facade - Red Wool
appliedenergistics2:facade:0, Cable Facade - Red Wool
appliedenergistics2:facade:0, Cable Facade - Green Wool
appliedenergistics2:facade:0, Cable Facade - Green Wool
appliedenergistics2:facade:0, Cable Facade - Brown Wool
appliedenergistics2:facade:0, Cable Facade - Brown Wool
appliedenergistics2:facade:0, Cable Facade - Blue Wool
appliedenergistics2:facade:0, Cable Facade - Blue Wool
appliedenergistics2:facade:0, Cable Facade - Purple Wool
appliedenergistics2:facade:0, Cable Facade - Purple Wool
appliedenergistics2:facade:0, Cable Facade - Cyan Wool
appliedenergistics2:facade:0, Cable Facade - Cyan Wool
appliedenergistics2:facade:0, Cable Facade - Light Gray Wool
appliedenergistics2:facade:0, Cable Facade - Light Gray Wool
appliedenergistics2:facade:0, Cable Facade - Gray Wool
appliedenergistics2:facade:0, Cable Facade - Gray Wool
appliedenergistics2:facade:0, Cable Facade - Pink Wool
appliedenergistics2:facade:0, Cable Facade - Pink Wool
appliedenergistics2:facade:0, Cable Facade - Lime Wool
appliedenergistics2:facade:0, Cable Facade - Lime Wool
appliedenergistics2:facade:0, Cable Facade - Yellow Wool
appliedenergistics2:facade:0, Cable Facade - Yellow Wool
appliedenergistics2:facade:0, Cable Facade - Light Blue Wool
appliedenergistics2:facade:0, Cable Facade - Light Blue Wool
appliedenergistics2:facade:0, Cable Facade - Magenta Wool
appliedenergistics2:facade:0, Cable Facade - Magenta Wool
appliedenergistics2:facade:0, Cable Facade - Orange Wool
appliedenergistics2:facade:0, Cable Facade - Orange Wool
appliedenergistics2:facade:0, Cable Facade - Wool
appliedenergistics2:facade:0, Cable Facade - Wool
appliedenergistics2:facade:0, Cable Facade - Grout
appliedenergistics2:facade:0, Cable Facade - Green Slimy Mud
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Mud
appliedenergistics2:facade:0, Cable Facade - Graveyard Soil
appliedenergistics2:facade:0, Cable Facade - Consecrated Soil
appliedenergistics2:facade:0, Cable Facade - Slimy Magma Mud
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Blood Slime Block
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Bloodblock
appliedenergistics2:facade:0, Cable Facade - Congealed Slime Block
appliedenergistics2:facade:0, Cable Facade - Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - Ardite Ore
appliedenergistics2:facade:0, Cable Facade - Lavawood
appliedenergistics2:facade:0, Cable Facade - Firewood
appliedenergistics2:facade:0, Cable Facade - Mud Bricks
appliedenergistics2:facade:0, Cable Facade - Block of Cobalt
appliedenergistics2:facade:0, Cable Facade - Block of Ardite
appliedenergistics2:facade:0, Cable Facade - Block of Manyullyn
appliedenergistics2:facade:0, Cable Facade - Block of Knightslime
appliedenergistics2:facade:0, Cable Facade - Block of Pigiron
appliedenergistics2:facade:0, Cable Facade - Silky Block of Jewel
appliedenergistics2:facade:0, Cable Facade - Green Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Dried Clay
appliedenergistics2:facade:0, Cable Facade - Dried Bricks
appliedenergistics2:facade:0, Cable Facade - Smooth Brownstone
appliedenergistics2:facade:0, Cable Facade - Rough Brownstone
appliedenergistics2:facade:0, Cable Facade - Brownstone Paver
appliedenergistics2:facade:0, Cable Facade - Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Fancy Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Square Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Brownstone Road
appliedenergistics2:facade:0, Cable Facade - Brownstone Creeperface
appliedenergistics2:facade:0, Cable Facade - Triangle Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Brownstone Tiles
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Aluminium
appliedenergistics2:facade:0, Cable Facade - Block of Lead
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Constantan
appliedenergistics2:facade:0, Cable Facade - Block of Electrum
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Coke Brick
appliedenergistics2:facade:0, Cable Facade - Blast Brick
appliedenergistics2:facade:0, Cable Facade - Reinforced Blast Brick
appliedenergistics2:facade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:facade:0, Cable Facade - Hempcrete
appliedenergistics2:facade:0, Cable Facade - Concrete
appliedenergistics2:facade:0, Cable Facade - Concrete Tile
appliedenergistics2:facade:0, Cable Facade - Leaded Concrete
appliedenergistics2:facade:0, Cable Facade - Insulating Glass
appliedenergistics2:facade:0, Cable Facade - Kiln Brick
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Copper Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Aluminium Sheetmetal
